"DomainName","DomainMode","PDCEmulator","RIDMaster","InfrastructureMaster","DomainControllerCount"
"Royalty.Local","Windows2025Domain","DC01.Royalty.Local","DC01.Royalty.Local","DC01.Royalty.Local","2"
